/* DATA DESCRIPTION:
Citation:	Augustin, Laurent; Barbante, Carlo; Barnes, Piers R F; Barnola, Jean-Marc; Bigler, Matthias; Castellano, Emiliano; Cattani, Olivier; Chappellaz, Jérôme A; Dahl-Jensen, Dorthe; Delmonte, Barbara; Dreyfus, Gabrielle; Durand, Gael; Falourd, Sonia; Fischer, Hubertus; Flückiger, Jacqueline; Hansson, Margareta E; Huybrechts, Philippe; Jugie, Gérard; Johnsen, Sigfús Jóhann; Jouzel, Jean; Kaufmann, Patrik R; Kipfstuhl, Sepp; Lambert, Fabrice; Lipenkov, Vladimir Ya; Littot, Geneviève C; Longinelli, Antonio; Lorrain, Reginald D; Maggi, Valter; Masson-Delmotte, Valerie; Miller, Heinrich; Mulvaney, Robert; Oerlemans, Johannes; Oerter, Hans; Orombelli, Giuseppe; Parrenin, Frédéric; Peel, David A; Petit, Jean Robert; Raynaud, Dominique; Ritz, Catherine; Ruth, Urs; Schwander, Jakob; Siegenthaler, Urs; Souchez, Roland A; Stauffer, Bernhard; Steffensen, Jørgen Peder; Stenni, Barbara; Stocker, Thomas F; Tabacco, Ignazio; Udisti, Roberto; van de Wal, Roderik S W; van den Broeke, Michiel R; Wilhelms, Frank; Winther, Jan-Gunnar; Wolff, Eric William; Zucchelli, Mario (2004): Deuterium data from EPICA Dome C ice core EDC, 6.6-3140.5 metres [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.198743, 
	In supplement to: Augustin, L et al. (2004): Eight glacial cycles from an Antarctic ice core. Nature, 429(6992), 623-628, https://doi.org/10.1038/nature02599
Further details:	Documentation of EPICA Dome C. hdl:10013/epic.32364.d001
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 8.525 m * MAXIMUM DEPTH, ice/snow: 3138.570 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * RECOVERY: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome_C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	Ages are also given, showing the age-depth relationship used.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Depth, top/min [m] (Depth top) * PI: Jouzel, Jean (jean.jouzel@lsce.ipsl.fr)
	Depth, bottom/max [m] (Depth bot) * PI: Jouzel, Jean (jean.jouzel@lsce.ipsl.fr)
	Age, minimum/young [ka] (Age min) * PI: Jouzel, Jean (jean.jouzel@lsce.ipsl.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: Age (years before 1950 on EDC2 timescale) at top of averaging interval
	Age, maximum/old [ka] (Age max) * PI: Jouzel, Jean (jean.jouzel@lsce.ipsl.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: Age (years before 1950 on EDC2 timescale) at bottom of averaging interval
	δ Deuterium [‰ SMOW] (δD) * PI: Jouzel, Jean (jean.jouzel@lsce.ipsl.fr) * METHOD/DEVICE: Isotope ratio mass spectrometry (URI: https://en.wikipedia.org/wiki/Isotope_ratio_mass_spectrometry)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	4070 data points
*/
Depth ice/snow [m]	Age [ka BP]	Depth top [m]	Depth bot [m]	Age min [ka]	Age max [ka]	δD [‰ SMOW]
1151.970	76.915800	1150.05	1153.90	76.75320	77.07830	-421.66
1155.830	77.242200	1153.90	1157.75	77.07830	77.40620	-421.75
1159.670	77.569500	1157.75	1161.60	77.40620	77.73280	-420.89
1163.530	77.894300	1161.60	1165.45	77.73280	78.05580	-420.97
1167.380	78.215600	1165.45	1169.30	78.05580	78.37550	-418.95
1171.220	78.540100	1169.30	1173.15	78.37550	78.70480	-421.57
1175.080	78.864900	1173.15	1177.00	78.70480	79.02500	-419.69
1178.920	79.178700	1177.00	1180.85	79.02500	79.33230	-416.01
1182.780	79.484700	1180.85	1184.70	79.33230	79.63700	-415.48
1186.620	79.785700	1184.70	1188.55	79.63700	79.93450	-413.18
1190.470	80.085800	1188.55	1192.40	79.93450	80.23700	-414.90
1194.330	80.382600	1192.40	1196.25	80.23700	80.52820	-411.50
1198.170	80.672800	1196.25	1200.10	80.52820	80.81750	-410.00
1202.030	80.965400	1200.10	1203.95	80.81750	81.11320	-412.04
1205.880	81.259400	1203.95	1207.80	81.11320	81.40560	-410.35
1209.720	81.558000	1207.80	1211.65	81.40560	81.71030	-412.31
1213.580	81.862900	1211.65	1215.50	81.71030	82.01550	-413.74
1217.420	82.171300	1215.50	1219.35	82.01550	82.32710	-414.84
1221.280	82.488700	1219.35	1223.20	82.32710	82.65020	-417.42
1225.120	82.810800	1223.20	1227.05	82.65020	82.97140	-416.03
1228.970	83.141600	1227.05	1230.90	82.97140	83.31190	-419.54
1232.830	83.484500	1230.90	1234.75	83.31190	83.65720	-420.22
1236.670	83.837500	1234.75	1238.60	83.65720	84.01780	-422.67
1240.530	84.202500	1238.60	1242.45	84.01780	84.38720	-425.36
1244.380	84.587700	1242.45	1246.30	84.38720	84.78830	-430.66
1248.220	84.986000	1246.30	1250.15	84.78830	85.18360	-429.29
1252.080	85.380300	1250.15	1254.00	85.18360	85.57700	-427.58
1255.920	85.775800	1254.00	1257.85	85.57700	85.97460	-427.21
1259.780	86.162900	1257.85	1261.70	85.97460	86.35120	-424.30
1263.620	86.538900	1261.70	1265.55	86.35120	86.72660	-423.40
1267.470	86.910500	1265.55	1269.40	86.72660	87.09440	-422.76
1271.330	87.273200	1269.40	1273.25	87.09440	87.45200	-419.24
1275.170	87.640100	1273.25	1277.10	87.45200	87.82810	-422.06
1279.030	88.025500	1277.10	1280.95	87.82810	88.22300	-424.30
1282.880	88.419200	1280.95	1284.80	88.22300	88.61540	-425.32
1286.720	88.813100	1284.80	1288.65	88.61540	89.01070	-426.13
1290.580	89.206400	1288.65	1292.50	89.01070	89.40200	-425.75
1294.420	89.597500	1292.50	1296.35	89.40200	89.79300	-425.38
1298.280	89.975100	1296.35	1300.20	89.79300	90.15720	-419.45
1302.120	90.346600	1300.20	1304.05	90.15720	90.53600	-422.52
1305.970	90.725100	1304.05	1307.90	90.53600	90.91430	-421.55
1309.830	91.105400	1307.90	1311.75	90.91430	91.29650	-422.90
1313.670	91.482200	1311.75	1315.60	91.29650	91.66780	-420.75
1317.530	91.852800	1315.60	1319.45	91.66780	92.03770	-420.03
1321.380	92.222400	1319.45	1323.30	92.03770	92.40710	-420.48
1325.220	92.581200	1323.30	1327.15	92.40710	92.75530	-415.33
1329.080	92.937200	1327.15	1331.00	92.75530	93.11900	-419.21
1332.920	93.303100	1331.00	1334.85	93.11900	93.48720	-420.84
1336.780	93.671500	1334.85	1338.70	93.48720	93.85580	-419.07
1340.620	94.045200	1338.70	1342.55	93.85580	94.23450	-422.13
1344.470	94.424400	1342.55	1346.40	94.23450	94.61440	-421.43
1348.330	94.795300	1346.40	1350.25	94.61440	94.97620	-418.89
1352.170	95.164900	1350.25	1354.10	94.97620	95.35350	-421.43
1356.030	95.537400	1354.10	1357.95	95.35350	95.72120	-418.70
1359.880	95.907200	1357.95	1361.80	95.72120	96.09320	-420.55
1363.720	96.278100	1361.80	1365.65	96.09320	96.46300	-418.34
1367.580	96.652000	1365.65	1369.50	96.46300	96.84100	-420.79
1371.420	97.030600	1369.50	1373.35	96.84100	97.22030	-420.05
1375.280	97.410700	1373.35	1377.20	97.22030	97.60120	-420.95
1379.120	97.786600	1377.20	1381.05	97.60120	97.97190	-418.80
1382.970	98.150600	1381.05	1384.90	97.97190	98.32930	-416.96
1386.830	98.512100	1384.90	1388.75	98.32930	98.69480	-416.20
1390.670	98.878300	1388.75	1392.60	98.69480	99.06180	-417.28
1394.530	99.252100	1392.60	1396.45	99.06180	99.44240	-419.42
1398.380	99.639000	1396.45	1400.30	99.44240	99.83560	-421.79
1402.220	100.031000	1400.30	1404.15	99.83560	100.22600	-421.08
1406.080	100.425000	1404.15	1408.00	100.22600	100.62400	-421.72
1409.920	100.832000	1408.00	1411.85	100.62400	101.04100	-426.82
1413.780	101.246000	1411.85	1415.70	101.04100	101.45000	-430.78
1417.620	101.657000	1415.70	1419.55	101.45000	101.86500	-426.00
1421.470	102.074000	1419.55	1423.40	101.86500	102.28300	-423.74
1425.330	102.496000	1423.40	1427.25	102.28300	102.70800	-419.54
1429.170	102.921000	1427.25	1431.10	102.70800	103.13500	-422.03
1433.030	103.352000	1431.10	1434.95	103.13500	103.56800	-419.20
1436.880	103.787000	1434.95	1438.80	103.56800	104.00600	-417.05
1440.720	104.228000	1438.80	1442.65	104.00600	104.44900	-412.14
1444.580	104.673000	1442.65	1446.50	104.44900	104.89700	-417.44
1448.420	105.123000	1446.50	1450.35	104.89700	105.34900	-421.95
1452.280	105.579000	1450.35	1454.20	105.34900	105.80800	-425.39
1456.120	106.040000	1454.20	1458.05	105.80800	106.27100	-431.09
1459.970	106.507000	1458.05	1461.90	106.27100	106.74200	-429.59
1463.830	106.975000	1461.90	1465.75	106.74200	107.20700	-430.45
1467.670	107.433000	1465.75	1469.60	107.20700	107.66000	-425.65
1471.530	107.885000	1469.60	1473.45	107.66000	108.11000	-424.45
1475.380	108.331000	1473.45	1477.30	108.11000	108.55100	-424.11
1479.220	108.772000	1477.30	1481.15	108.55100	108.99300	-423.09
1483.080	109.216000	1481.15	1485.00	108.99300	109.43800	-425.13
1486.920	109.659000	1485.00	1488.85	109.43800	109.87900	-424.80
1490.780	110.087000	1488.85	1492.70	109.87900	110.29400	-422.07
1494.620	110.495000	1492.70	1496.55	110.29400	110.69600	-421.39
1498.470	110.895000	1496.55	1500.40	110.69600	111.09400	-417.61
1502.330	111.287000	1500.40	1504.25	111.09400	111.48000	-415.69
1506.170	111.668000	1504.25	1508.10	111.48000	111.85500	-411.36
1510.030	112.040000	1508.10	1511.95	111.85500	112.22600	-410.71
1513.880	112.406000	1511.95	1515.80	112.22600	112.58500	-408.17
1517.720	112.764000	1515.80	1519.65	112.58500	112.94300	-407.57
1521.580	113.121000	1519.65	1523.50	112.94300	113.30000	-407.38
1525.420	113.468000	1523.50	1527.35	113.30000	113.63500	-407.14
1529.280	113.796000	1527.35	1531.20	113.63500	113.95700	-402.56
1533.120	114.118000	1531.20	1535.05	113.95700	114.28000	-400.69
1536.970	114.436000	1535.05	1538.90	114.28000	114.59200	-399.75
1540.830	114.750000	1538.90	1542.75	114.59200	114.90800	-396.96
1544.670	115.069000	1542.75	1546.60	114.90800	115.22900	-398.33
1548.530	115.389000	1546.60	1550.45	115.22900	115.54900	-392.03
1552.380	115.697000	1550.45	1554.30	115.54900	115.84500	-385.01
1556.220	115.999000	1554.30	1558.15	115.84500	116.15200	-390.98
1560.080	116.310000	1558.15	1562.00	116.15200	116.46800	-393.74
1563.920	116.626000	1562.00	1565.85	116.46800	116.78400	-393.92
1567.780	116.936000	1565.85	1569.70	116.78400	117.08900	-390.35
1571.620	117.245000	1569.70	1573.55	117.08900	117.40000	-392.11
1575.470	117.551000	1573.55	1577.40	117.40000	117.70200	-388.04
1579.330	117.856000	1577.40	1581.25	117.70200	118.01100	-390.83
1583.170	118.162000	1581.25	1585.10	118.01100	118.31300	-387.06
1587.030	118.463000	1585.10	1588.95	118.31300	118.61300	-387.93
1590.880	118.762000	1588.95	1592.80	118.61300	118.91100	-386.71
1594.720	119.058000	1592.80	1596.65	118.91100	119.20400	-385.96
1598.580	119.350000	1596.65	1600.50	119.20400	119.49700	-389.20
1602.420	119.642000	1600.50	1604.35	119.49700	119.78700	-381.30
1606.280	119.938000	1604.35	1608.20	119.78700	120.08900	-386.73
1610.120	120.240000	1608.20	1612.05	120.08900	120.39200	-385.13
1613.970	120.539000	1612.05	1615.90	120.39200	120.68600	-386.45
1617.830	120.835000	1615.90	1619.75	120.68600	120.98500	-385.52
1621.670	121.135000	1619.75	1623.60	120.98500	121.28600	-383.31
1625.530	121.431000	1623.60	1627.45	121.28600	121.57700	-384.48
1629.380	121.712000	1627.45	1631.30	121.57700	121.84700	-379.21
1633.220	122.005000	1631.30	1635.15	121.84700	122.16400	-388.45
1637.080	122.320000	1635.15	1639.00	122.16400	122.47500	-387.82
1640.920	122.632000	1639.00	1642.85	122.47500	122.78800	-386.26
1644.780	122.942000	1642.85	1646.70	122.78800	123.09700	-386.62
1648.620	123.257000	1646.70	1650.55	123.09700	123.41800	-389.74
1652.470	123.576000	1650.55	1654.40	123.41800	123.73500	-387.31
1656.330	123.895000	1654.40	1658.25	123.73500	124.05500	-388.38
1660.170	124.209000	1658.25	1662.10	124.05500	124.36300	-385.40
1664.030	124.507000	1662.10	1665.95	124.36300	124.65200	-381.58
1667.880	124.797000	1665.95	1669.80	124.65200	124.94300	-379.03
1671.720	125.088000	1669.80	1673.65	124.94300	125.23200	-381.74
1675.580	125.371000	1673.65	1677.50	125.23200	125.51000	-375.92
1679.420	125.641000	1677.50	1681.35	125.51000	125.77100	-371.95
1683.280	125.899000	1681.35	1685.20	125.77100	126.02700	-370.66
1687.120	126.148000	1685.20	1689.05	126.02700	126.26900	-364.29
1690.970	126.391000	1689.05	1692.90	126.26900	126.51400	-366.68
1694.830	126.641000	1692.90	1696.75	126.51400	126.76900	-367.92
1698.670	126.898000	1696.75	1700.60	126.76900	127.02700	-369.51
1702.530	127.162000	1700.60	1704.45	127.02700	127.29600	-371.18
1706.380	127.430000	1704.45	1708.30	127.29600	127.56400	-370.95
1710.220	127.700000	1708.30	1712.15	127.56400	127.83500	-371.99
1714.080	127.976000	1712.15	1716.00	127.83500	128.11700	-374.89
1717.920	128.266000	1716.00	1719.85	128.11700	128.41500	-376.11
1721.780	128.575000	1719.85	1723.70	128.41500	128.73500	-383.51
1725.620	128.901000	1723.70	1727.55	128.73500	129.06800	-386.35
1729.470	129.237000	1727.55	1731.40	129.06800	129.40600	-386.42
1733.330	129.589000	1731.40	1735.25	129.40600	129.77100	-392.06
1737.170	129.970000	1735.25	1739.10	129.77100	130.16800	-398.14
1741.030	130.374000	1739.10	1742.95	130.16800	130.58000	-399.17
1744.880	130.808000	1742.95	1746.80	130.58000	131.03600	-405.20
1748.720	131.285000	1746.80	1750.65	131.03600	131.53300	-413.88
1752.580	131.784000	1750.65	1754.50	131.53300	132.03500	-411.61
1756.420	132.308000	1754.50	1758.35	132.03500	132.58000	-418.40
1760.280	132.881000	1758.35	1762.20	132.58000	133.18300	-423.30
1764.120	133.519000	1762.20	1766.05	133.18300	133.85600	-432.18
1767.970	134.202000	1766.05	1769.90	133.85600	134.54900	-433.24
1771.830	134.910000	1769.90	1773.75	134.54900	135.27000	-436.27
1775.670	135.625000	1773.75	1777.60	135.27000	135.98000	-434.47
1779.530	136.338000	1777.60	1781.45	135.98000	136.69600	-435.18
1783.380	137.083000	1781.45	1785.30	136.69600	137.46900	-440.71
1787.220	137.853000	1785.30	1789.15	137.46900	138.23800	-440.43
1791.080	138.611000	1789.15	1793.00	138.23800	138.98300	-437.05
1794.920	139.363000	1793.00	1796.85	138.98300	139.74200	-440.53
1798.780	140.124000	1796.85	1800.70	139.74200	140.50600	-438.64
1802.620	140.874000	1800.70	1804.55	140.50600	141.24200	-436.46
1806.470	141.607000	1804.55	1808.40	141.24200	141.97300	-435.20
1810.330	142.342000	1808.40	1812.25	141.97300	142.71100	-436.97
1814.170	143.084000	1812.25	1816.10	142.71100	143.45800	-437.25
1818.030	143.826000	1816.10	1819.95	143.45800	144.19300	-435.92
1821.880	144.553000	1819.95	1823.80	144.19300	144.91300	-435.89
1825.720	145.261000	1823.80	1827.65	144.91300	145.60900	-430.74
1829.580	145.978000	1827.65	1831.50	145.60900	146.34800	-435.28
1833.420	146.706000	1831.50	1835.35	146.34800	147.06400	-433.21
1837.280	147.431000	1835.35	1839.20	147.06400	147.79800	-436.00
1841.120	148.135000	1839.20	1843.05	147.79800	148.47100	-429.40
1844.970	148.815000	1843.05	1846.90	148.47100	149.15900	-430.65
1848.830	149.503000	1846.90	1850.75	149.15900	149.84700	-430.22
1852.670	150.200000	1850.75	1854.60	149.84700	150.55300	-433.21
1856.530	150.910000	1854.60	1858.45	150.55300	151.26700	-431.70
1860.380	151.643000	1858.45	1862.30	151.26700	152.01800	-435.65
1864.220	152.405000	1862.30	1866.15	152.01800	152.79200	-437.71
1868.080	153.198000	1866.15	1870.00	152.79200	153.60400	-441.06
1871.920	154.009000	1870.00	1873.85	153.60400	154.41400	-438.98
1875.780	154.817000	1873.85	1877.70	154.41400	155.22100	-441.16
1879.620	155.619000	1877.70	1881.55	155.22100	156.01600	-439.72
1883.470	156.408000	1881.55	1885.40	156.01600	156.80000	-438.65
1887.330	157.143000	1885.40	1889.25	156.80000	157.48500	-427.36
1891.170	157.832000	1889.25	1893.10	157.48500	158.17800	-426.93
1895.030	158.544000	1893.10	1896.95	158.17800	158.91100	-432.05
1898.880	159.292000	1896.95	1900.80	158.91100	159.67300	-435.77
1902.720	160.043000	1900.80	1904.65	159.67300	160.41400	-423.84
1906.580	160.774000	1904.65	1908.50	160.41400	161.13500	-427.55
1910.420	161.525000	1908.50	1912.35	161.13500	161.91600	-434.04
1914.280	162.325000	1912.35	1916.20	161.91600	162.73300	-436.78
1918.120	163.148000	1916.20	1920.05	162.73300	163.56200	-438.67
1921.970	163.967000	1920.05	1923.90	163.56200	164.37200	-437.62
1925.830	164.759000	1923.90	1927.75	164.37200	165.14600	-435.09
1929.670	165.512000	1927.75	1931.60	165.14600	165.87900	-430.53
1933.530	166.239000	1931.60	1935.45	165.87900	166.59900	-425.53
1937.380	166.962000	1935.45	1939.30	166.59900	167.32500	-428.55
1941.220	167.714000	1939.30	1943.15	167.32500	168.10400	-430.86
1945.080	168.507000	1943.15	1947.00	168.10400	168.91100	-434.18
1948.920	169.319000	1947.00	1950.85	168.91100	169.72700	-437.51
1952.780	170.100000	1950.85	1954.70	169.72700	170.47200	-424.97
1956.620	170.864000	1954.70	1958.55	170.47200	171.25600	-432.57
1960.470	171.675000	1958.55	1962.40	171.25600	172.09500	-431.98
1964.330	172.518000	1962.40	1966.25	172.09500	172.94100	-436.32
1968.170	173.355000	1966.25	1970.10	172.94100	173.76800	-434.80
1972.030	174.190000	1970.10	1973.95	173.76800	174.61100	-439.17
1975.880	175.040000	1973.95	1977.80	174.61100	175.46800	-433.04
1979.720	175.894000	1977.80	1981.65	175.46800	176.32100	-427.72
1983.580	176.767000	1981.65	1985.50	176.32100	177.21200	-427.52
1987.420	177.666000	1985.50	1989.35	177.21200	178.12000	-435.78
1991.280	178.554000	1989.35	1993.20	178.12000	178.98900	-437.10
1995.120	179.448000	1993.20	1997.05	178.98900	179.90800	-439.06
1998.970	180.392000	1997.05	2000.90	179.90800	180.87600	-442.53
2002.830	181.340000	2000.90	2004.75	180.87600	181.80500	-440.56
2006.670	182.281000	2004.75	2008.60	181.80500	182.75700	-440.06
2010.530	183.224000	2008.60	2012.45	182.75700	183.69100	-441.63
2014.380	184.138000	2012.45	2016.30	183.69100	184.58600	-437.97
2018.220	185.008000	2016.30	2020.15	184.58600	185.43100	-431.09
2022.080	185.803000	2020.15	2024.00	185.43100	186.17400	-423.05
2025.920	186.499000	2024.00	2027.85	186.17400	186.82400	-412.80
2029.780	187.183000	2027.85	2031.70	186.82400	187.54200	-424.91
2033.620	187.934000	2031.70	2035.55	187.54200	188.32500	-427.70
2037.470	188.731000	2035.55	2039.40	188.32500	189.13600	-431.79
2041.330	189.523000	2039.40	2043.25	189.13600	189.91000	-430.54
2045.170	190.276000	2043.25	2047.10	189.91000	190.64200	-422.80
2049.030	191.052000	2047.10	2050.95	190.64200	191.46200	-425.52
2052.880	191.871000	2050.95	2054.80	191.46200	192.28100	-430.66
2056.720	192.662000	2054.80	2058.65	192.28100	193.04300	-427.36
2060.570	193.393000	2058.65	2062.50	193.04300	193.74300	-419.90
2064.430	194.093000	2062.50	2066.35	193.74300	194.44200	-420.01
2068.280	194.769000	2066.35	2070.20	194.44200	195.09700	-408.39
2072.120	195.405000	2070.20	2074.05	195.09700	195.71400	-411.57
2075.970	196.013000	2074.05	2077.90	195.71400	196.31200	-408.11
2079.820	196.611000	2077.90	2081.75	196.31200	196.90900	-406.02
2083.680	197.210000	2081.75	2085.60	196.90900	197.51100	-405.71
2087.530	197.818000	2085.60	2089.45	197.51100	198.12500	-402.69
2091.380	198.441000	2089.45	2093.30	198.12500	198.75800	-406.53
2095.220	199.084000	2093.30	2097.15	198.75800	199.41000	-406.02
2099.070	199.760000	2097.15	2101.00	199.41000	200.11000	-412.28
2102.930	200.495000	2101.00	2104.85	200.11000	200.88100	-417.43
2106.780	201.281000	2104.85	2108.70	200.88100	201.68100	-422.11
2110.620	202.075000	2108.70	2112.55	201.68100	202.46900	-421.09
2114.470	202.863000	2112.55	2116.40	202.46900	203.25800	-418.58
2118.320	203.623000	2116.40	2120.25	203.25800	203.98700	-411.55
2122.180	204.338000	2120.25	2124.10	203.98700	204.68800	-411.35
2126.030	205.037000	2124.10	2127.95	204.68800	205.38600	-410.23
2129.880	205.731000	2127.95	2131.80	205.38600	206.07500	-410.78
2133.720	206.411000	2131.80	2135.65	206.07500	206.74600	-407.59
2137.570	207.081000	2135.65	2139.50	206.74600	207.41600	-404.57
2141.430	207.752000	2139.50	2143.35	207.41600	208.08800	-405.64
2145.280	208.409000	2143.35	2147.20	208.08800	208.72900	-399.73
2149.120	209.053000	2147.20	2151.05	208.72900	209.37600	-400.91
2152.970	209.696000	2151.05	2154.90	209.37600	210.01700	-402.12
2156.820	210.343000	2154.90	2158.75	210.01700	210.66800	-402.78
2160.680	211.005000	2158.75	2162.60	210.66800	211.34200	-406.27
2164.530	211.685000	2162.60	2166.45	211.34200	212.02900	-403.34
2168.380	212.381000	2166.45	2170.30	212.02900	212.73200	-407.72
2172.220	213.071000	2170.30	2174.15	212.73200	213.41000	-403.20
2176.070	213.732000	2174.15	2178.00	213.41000	214.05500	-399.75
2179.930	214.387000	2178.00	2181.85	214.05500	214.72000	-402.01
2183.780	215.079000	2181.85	2185.70	214.72000	215.43900	-406.30
2187.620	215.829000	2185.70	2189.55	215.43900	216.21900	-412.35
2191.470	216.635000	2189.55	2193.40	216.21900	217.05100	-418.00
2195.320	217.482000	2193.40	2197.25	217.05100	217.91200	-420.45
2199.180	218.370000	2197.25	2201.10	217.91200	218.82900	-422.68
2203.030	219.337000	2201.10	2204.95	218.82900	219.84500	-429.18
2206.880	220.416000	2204.95	2208.80	219.84500	220.98600	-437.22
2210.720	221.568000	2208.80	2212.65	220.98600	222.15000	-437.48
2214.570	222.759000	2212.65	2216.50	222.15000	223.36800	-440.76
2218.430	223.946000	2216.50	2220.35	223.36800	224.52400	-437.53
2222.280	225.025000	2220.35	2224.20	224.52400	225.52700	-425.86
2226.120	226.031000	2224.20	2228.05	225.52700	226.53600	-425.91
2229.970	227.121000	2228.05	2231.90	226.53600	227.70600	-436.18
2233.820	228.245000	2231.90	2235.75	227.70600	228.78500	-430.28
2237.680	229.352000	2235.75	2239.60	228.78500	229.91900	-433.92
2241.530	230.466000	2239.60	2243.45	229.91900	231.01300	-430.62
2245.380	231.556000	2243.45	2247.30	231.01300	232.09900	-428.80
2249.220	232.604000	2247.30	2251.15	232.09900	233.10900	-423.71
2253.070	233.591000	2251.15	2255.00	233.10900	234.07300	-420.26
2256.930	234.526000	2255.00	2258.85	234.07300	234.98000	-416.12
2260.780	235.406000	2258.85	2262.70	234.98000	235.83300	-411.20
2264.620	236.251000	2262.70	2266.55	235.83300	236.67000	-409.06
2268.470	237.091000	2266.55	2270.40	236.67000	237.51300	-409.96
2272.320	237.922000	2270.40	2274.25	237.51300	238.33000	-407.09
2276.180	238.736000	2274.25	2278.10	238.33000	239.14200	-406.63
2280.030	239.516000	2278.10	2281.95	239.14200	239.89000	-401.12
2283.880	240.247000	2281.95	2285.80	239.89000	240.60400	-396.51
2287.720	240.923000	2285.80	2289.65	240.60400	241.24100	-387.87
2291.570	241.536000	2289.65	2293.50	241.24100	241.83200	-381.26
2295.430	242.138000	2293.50	2297.35	241.83200	242.44500	-384.36
2299.280	242.762000	2297.35	2301.20	242.44500	243.08000	-385.35
2303.120	243.407000	2301.20	2305.05	243.08000	243.73500	-387.30
2306.970	244.123000	2305.05	2308.90	243.73500	244.51000	-399.38
2310.820	244.945000	2308.90	2312.75	244.51000	245.37900	-407.63
2314.680	245.886000	2312.75	2316.60	245.37900	246.39300	-417.21
2318.530	246.971000	2316.60	2320.45	246.39300	247.54900	-427.62
2322.380	248.101000	2320.45	2324.30	247.54900	248.65400	-423.59
2326.220	249.247000	2324.30	2328.15	248.65400	249.84000	-427.42
2330.070	250.488000	2328.15	2332.00	249.84000	251.13700	-434.25
2333.930	251.799000	2332.00	2335.85	251.13700	252.46200	-434.31
2337.780	253.129000	2335.85	2339.70	252.46200	253.79500	-435.16
2341.620	254.440000	2339.70	2343.55	253.79500	255.08500	-432.52
2345.470	255.750000	2343.55	2347.40	255.08500	256.41500	-434.48
2349.320	257.045000	2347.40	2351.25	256.41500	257.67400	-430.15
2353.180	258.289000	2351.25	2355.10	257.67400	258.90400	-427.73
2357.030	259.566000	2355.10	2358.95	258.90400	260.22800	-433.03
2360.880	260.880000	2358.95	2362.80	260.22800	261.53100	-431.53
2364.720	262.210000	2362.80	2366.65	261.53100	262.88900	-434.76
2368.570	263.504000	2366.65	2370.50	262.88900	264.11900	-426.80
2372.430	264.747000	2370.50	2374.35	264.11900	265.37400	-428.06
2376.280	266.041000	2374.35	2378.20	265.37400	266.70900	-431.98
2380.120	267.421000	2378.20	2382.05	266.70900	268.13300	-435.29
2383.970	268.878000	2382.05	2385.90	268.13300	269.62300	-438.37
2387.820	270.390000	2385.90	2389.75	269.62300	271.15800	-439.64
2391.680	271.964000	2389.75	2393.60	271.15800	272.76900	-442.44
2395.530	273.564000	2393.60	2397.45	272.76900	274.35900	-441.30
2399.380	275.137000	2397.45	2401.30	274.35900	275.91400	-438.86
2403.220	276.696000	2401.30	2405.15	275.91400	277.47800	-439.77
2407.070	278.260000	2405.15	2409.00	277.47800	279.04200	-439.33
2410.930	279.752000	2409.00	2412.85	279.04200	280.46100	-432.66
2414.780	281.161000	2412.85	2416.70	280.46100	281.86200	-431.21
2418.620	282.551000	2416.70	2420.55	281.86200	283.24100	-430.95
2422.470	283.899000	2420.55	2424.40	283.24100	284.55800	-426.63
2426.320	285.193000	2424.40	2428.25	284.55800	285.82800	-425.24
2430.180	286.432000	2428.25	2432.10	285.82800	287.03600	-420.35
2434.030	287.631000	2432.10	2435.95	287.03600	288.22600	-419.53
2437.880	288.817000	2435.95	2439.80	288.22600	289.40900	-418.91
2441.720	289.958000	2439.80	2443.65	289.40900	290.50700	-412.24
2445.570	291.127000	2443.65	2447.50	290.50700	291.74800	-419.88
